"Marcos Sabino", "Kleiton & Kledir"
"Marcos Sabino", "Fátima Guedes"
"Marcos Sabino", "Simone (3)"
"Marcos Sabino", "Octavio Burnier"
"Marcos Sabino", "Octavio Burnier"
"Marcos Sabino", "Marilia Barbosa"
"Marcos Sabino", "Marina Lima"
"Marcos Sabino", "Marina Lima"
"Marcos Sabino", "Marina Lima"
"Marcos Sabino", "Paulo André Barata"
"Marcos Sabino", "Paulo André Barata"
"Marcos Sabino", "Bala, Bombom E Chocolate"
"Marcos Sabino", "Rosemary (7)"
"Marcos Sabino", "Antonio Adolfo"
"Marcos Sabino", "Antonio Adolfo"
"Marcos Sabino", "Rita Lee"
"Marcos Sabino", "Antonio Carlos Jobim"
"Marcos Sabino", "Antonio Carlos Jobim"
"Marcos Sabino", "Totonho"
"Marcos Sabino", "Bokaloka"
"Marcos Sabino", "Jorge Ben"
"Marcos Sabino", "Elis Regina"
"Marcos Sabino", "Elis Regina"
"Marcos Sabino", "Sonia Santos"
"Marcos Sabino", "Chico Buarque"
"Marcos Sabino", "MPB4"
"Marcos Sabino", "Sivuca"
"Marcos Sabino", "Chico Batera"
"Marcos Sabino", "Angela Ro Ro"
"Marcos Sabino", "Dóris Monteiro"
"Marcos Sabino", "Clara Nunes"
"Marcos Sabino", "Burnier & Cartier"
"Marcos Sabino", "Erasmo Carlos"
"Marcos Sabino", "Erasmo Carlos"
"Marcos Sabino", "Erasmo Carlos"
"Marcos Sabino", "Marcos Ozzellin"
"Marcos Sabino", "Marcos Valle"
"Marcos Sabino", "Marcos Valle"
"Marcos Sabino", "Helio Matheus"
"Marcos Sabino", "Luiz Melodia"
"Marcos Sabino", "Luiz Melodia"
"Marcos Sabino", "Jards Macalé"
"Marcos Sabino", "Raul Seixas"
"Marcos Sabino", "Raul Seixas"
"Marcos Sabino", "Negritude Junior"
"Marcos Sabino", "Paulo Diniz"
"Marcos Sabino", "Hyldon"
"Marcos Sabino", "Hyldon"
"Marcos Sabino", "Diogo Ferreira"
"Marcos Sabino", "Maria Bethânia"
"Marcos Sabino", "Maria Bethânia"
"Marcos Sabino", "Banda Black Rio"
"Marcos Sabino", "Banda Black Rio"
"Marcos Sabino", "Alceu Valença"
"Marcos Sabino", "Sérgio Sampaio"
"Marcos Sabino", "Lizzy Mercier Descloux"
"Marcos Sabino", "Lizzy Mercier Descloux"
"Marcos Sabino", "Biafra"
"Marcos Sabino", "Marcelo (2)"
"Marcos Sabino", "Marcelo (2)"
"Marcos Sabino", "Projecto 3"
"Marcos Sabino", "Arco-Iris"
"Marcos Sabino", "Taiguara"
"Marcos Sabino", "Silvio Cesar"
"Marcos Sabino", "Tavito"
"Marcos Sabino", "Tavito"
"Marcos Sabino", "Dom Mita"
"Marcos Sabino", "Zélia Duncan"
"Marcos Sabino", "Ithamara Koorax"
"Marcos Sabino", "Ithamara Koorax"
"Marcos Sabino", "Rildo Hora"
